compound_chembl_id,standard_inchi_key,smiles,hERG_blocker,pIC50,median_pIC50_equiv,std_pIC50_equiv,high_discordance,label_conflict,label_source,best_evidence_tier,n_measurements,n_exact_potency,n_pct_inhibition,n_censored,n_activator_rows,endpoints_used,source
CHEMBL2164374,QGNZOANCXQXMOT-UHFFFAOYSA-N,CC(C)(C)OC(=O)N1CCC(N2C(=O)c3ccccc3C2C(=O)NCc2ccc(OC(F)(F)F)cc2)CC1,0,4.854,4.854,,False,False,exact_potency,1,1,1,0,0,0,IC50,chembl
CHEMBL4865059,QGOJFKKLWHNNFG-UHFFFAOYSA-N,Cc1c(CN2CCN(C(=O)c3cc4cccc(C(N)=O)c4o3)CC2)sc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12,0,,,,False,False,censored_rescue,3,1,0,0,1,0,IC50,chembl
CHEMBL4452514,QGOZSBZTMVPIIJ-XSWBTSGESA-N,CC(C)NC(C(=O)N[C@](Cc1ccccc1)(c1ccc(F)cc1)c1cc(F)cc(C(F)(F)F)c1)C(O)(C(F)(F)F)C(F)(F)F,0,4.201,4.201,,False,False,exact_potency,1,1,1,0,0,0,IC50,chembl
CHEMBL3417525,QGPXEIMWTKWHMH-DEOSSOPVSA-N,CN(C)C(=O)Cn1cc(-c2nc([C@@](C)(c3ccc(-c4cnc(N)nc4)cc3)C3CC3)no2)cn1,0,,,,False,False,pct_inhibition,2a,1,0,1,0,0,Inhibition,chembl
QGQPAGBSUNRRSW-OAHLLOKOSA-N,QGQPAGBSUNRRSW-OAHLLOKOSA-N,COc1cc(CC[C@@H](C)N2Cc3cc4c(cc3C2)OCO4)ccc1OCCO,1,5.495,5.495,,False,False,exact_potency,1,1,1,0,0,0,IC50,bindingdb
CHEMBL4459117,QGQRUYNHBMRUGE-UHFFFAOYSA-N,O=C1C(CO)OC2(CCN(CCc3ccccc3)CC2)CN1c1ccccc1,1,5.959,5.959,,False,False,exact_potency,1,1,1,0,0,0,IC50,chembl
CHEMBL3425798,QGRGRROYOJRBER-WNMGUVTHSA-N,O=C1CSc2ccc(CNC34CCC(C[C@]5(O)Cn6c(=O)ccc7ncc(F)c5c76)(CC3)OC4)nc2N1,0,4.59,4.59,,False,False,exact_potency,1,1,1,0,0,0,IC50,chembl
CHEMBL4228129,QGRKOODEHZVMHK-UAPYVXQJSA-N,COc1ccc2nccc(CC[C@H]3CC[C@H](NCc4ccc5c(n4)NC(=O)CO5)CC3)c2c1,1,6.387,6.387,,False,False,exact_potency,1,1,1,0,0,0,IC50,chembl
CHEMBL2070735,QGTJGTFOISKMAD-SNVBAGLBSA-N,Cc1nc(N)c2nnn(C[C@H]3CN(Cc4nccs4)CCO3)c2n1,0,,,,False,False,censored_rescue,3,1,0,0,1,0,IC50,chembl
CHEMBL4569519,QGUBLZIFRNMTKG-UHFFFAOYSA-N,CCN1C(=O)c2[nH]c3ccccc3c2CN2CCC1C2,0,,,,False,False,pct_inhibition,2a,1,0,1,0,0,Inhibition,chembl
CHEMBL1808626,QGUDIXQEEASIKX-HWKANZROSA-N,CS(=O)(=O)N1Cc2ccc(/C=C/C(=O)NO)cc2C1,0,,,,False,False,censored_rescue,3,1,0,0,1,0,IC50,chembl
QGUGXNKWEKXBMQ-UHFFFAOYSA-N,QGUGXNKWEKXBMQ-UHFFFAOYSA-N,CSc1ccc(C(O)c2cc(-c3ncnc4cc(N5CCOCC5)ccc34)c(F)cc2Cl)nn1,0,4.699,4.699,0.0,False,False,exact_potency,1,2,2,0,0,0,Ki,bindingdb
CHEMBL2413849,QGUMEWLTIYRZFH-UHFFFAOYSA-N,Cc1ccc2[nH]c(C(=O)N3CCC(CC(C)(C)O)CC3)cc2c1,0,,,,False,False,censored_rescue,3,1,0,0,1,0,IC50,chembl
CHEMBL3944595,QGVDDJFTGTYVKI-GFIPDOGGSA-N,CCC(=O)O[C@@H]1[C@@H]2[C@@H](OC(C)=O)[C@@]34CO[C@@](C)([C@H](OC(C)=O)[C@@]2(OC(C)=O)C[C@H]1C)[C@@H]3[C@@H]1[C@@H](C[C@]1(C)OC(C)=O)[C@@H](OC(=O)C(C)C)C4=O,0,,,,False,False,pct_inhibition,2a,1,0,1,0,0,Inhibition,chembl
CHEMBL4564287,QGVLQSFGSQHYEK-UHFFFAOYSA-N,N#Cc1ccc(CSc2ccc3nc(N)sc3c2)cc1,1,,,,False,False,censored_rescue,3,1,0,0,1,0,IC50,chembl
CHEMBL3747487,QGVXSCKXMINZKP-ISJGIBHGSA-N,CCOC(=O)C1CCN(C(=O)c2ccc(C[C@@H]3CC[C@H]([C@H](O)c4ccccc4)N3)cc2)CC1,1,5.081,5.081,,False,False,exact_potency,1,1,1,0,0,0,IC50,chembl
CHEMBL2325985,QGYPCOPTJYNXJQ-UHFFFAOYSA-N,NC1(C(=O)NC(Cc2ccccc2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,1,5.456,5.456,,False,False,exact_potency,1,1,1,0,0,0,IC50,chembl
CHEMBL3590462,QHBIWJNNLHBPJH-UHFFFAOYSA-N,CCCCCCc1cccc(CCCCCC)[n+]1C,1,7.921,7.921,0.0,False,False,exact_potency,1,2,2,0,0,0,Kd|Ki,chembl
CHEMBL2021987,QHFAGRBCKAJZRA-UHFFFAOYSA-N,O=C(Nc1ccccc1C(F)(F)F)NS(=O)(=O)c1ccc(OCCCN2CCCCC2)cc1,0,,,,False,False,censored_rescue,3,1,0,0,1,0,IC50,chembl
CHEMBL4541578,QHJQKDHJJXQACH-UHFFFAOYSA-N,CCOc1cc(C(O)(CCN(C)C)C(c2cc(OC)nc(OC)c2)c2cc3cc(Br)ccc3nc2OC)cc(OC(C)C)n1,0,,,,False,False,censored_rescue,3,1,0,0,1,0,IC50,chembl
CHEMBL532015,QHKAIZZULJHVRC-UHFFFAOYSA-N,CC(=O)c1ccc(NC(=O)CSc2nc(-c3ccccc3Cl)ns2)cc1,0,,,,False,False,pct_inhibition,2a,1,0,1,0,0,Inhibition,chembl
CHEMBL4471352,QHLZYKWHQKCZMD-UHFFFAOYSA-N,COc1c(OCCCCCCC(=O)O)cc2oc3cc4c(c(O)c3c(=O)c2c1CC=C(C)C)C=CC(C)(C)O4,0,,,,False,False,censored_rescue,3,1,0,0,1,0,IC50,chembl
QHNQVNYRYQEKGM-UHFFFAOYSA-N,QHNQVNYRYQEKGM-UHFFFAOYSA-N,COc1nccnc1C(O)c1ccc(F)c(-c2ncnc3cc(N4CCOCC4)ccc23)c1,0,4.699,4.699,0.0,False,False,exact_potency,1,6,2,0,4,0,Ki,bindingdb
CHEMBL3946515,QHRPXFUAYFWEPQ-UHFFFAOYSA-N,Cn1c(=O)n(C2CCOCC2)c2c3cc(-c4ccc(OCCCN5CCCCC5)nc4)c(F)cc3ncc21,0,,,,False,False,censored_rescue,3,1,0,0,1,0,IC50,chembl
CHEMBL549984,QHRSOSACJBYXIL-UHFFFAOYSA-N,CCCCC(NC(=O)CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)c1ccc(OC)nc1,1,6.0,6.0,,False,False,exact_potency,1,1,1,0,0,0,IC50,chembl
CHEMBL4534573,QHSGPVFWACSQCJ-UHFFFAOYSA-N,CCc1cc(O)c(F)cc1-c1cc(NS(=O)(=O)N(C)C)c2cn[nH]c2c1,0,,,,False,False,censored_rescue,3,1,0,0,1,0,IC50,chembl
CHEMBL2147219,QHVBHCXARAVYMC-UHFFFAOYSA-N,Cc1ncc(-c2ccccc2CCNC(=O)c2ccc(C(=O)NCCCC(F)(F)F)nc2)cn1,0,4.7,4.7,,False,False,exact_potency,1,1,1,0,0,0,IC50,chembl
QHVPKAQZQBPZQO-UHFFFAOYSA-N,QHVPKAQZQBPZQO-UHFFFAOYSA-N,CCN1CCC(N(Cc2ccc(F)cn2)C(=O)NCc2ccc(OCC(F)(F)F)cc2)CC1,1,6.301,6.301,,False,False,exact_potency,1,1,1,0,0,0,IC50,bindingdb
CHEMBL1171472,QHVUTNKVJKGQJO-UHFFFAOYSA-N,CC(Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CCN(c2cnc(C(F)(F)F)nc2)CC1)C(F)(F)F,0,,,,False,False,censored_rescue,3,1,0,0,1,0,IC50,chembl
CHEMBL4071991,QHWVHFCEYMEGCM-VDVKDMFPSA-N,Cc1ccc([C@@H]2CN(C(=O)[C@H]3CC[C@H](CN)CC3)C[C@H]2c2ccc(C#N)cc2)cc1,0,4.917,4.917,,False,False,exact_potency,1,1,1,0,0,0,IC50,chembl
CHEMBL338094,QHYRELLXJDJBHO-UHFFFAOYSA-N,O=C1c2ccccc2-c2nnc(-c3ccc(Br)cc3)cc21,0,,,,False,False,pct_inhibition,2a,1,0,1,0,0,Inhibition,chembl
CHEMBL4068517,QHZORJNFWVSPCR-QFIPXVFZSA-N,CSc1ccc(N2CCC3(CCN(C[C@H](O)c4ccc5c(c4C)COC5=O)CC3)C2)cn1,1,5.337,5.337,,False,False,exact_potency,1,1,1,0,0,0,IC50,chembl
CHEMBL2146875,QIAOITGKSVWAFJ-UHFFFAOYSA-N,N#Cc1ccc(CCN2CCN(CCc3ccc4c(c3)COC4=O)CC2)cc1Br,1,6.252,6.252,,False,False,exact_potency,1,1,1,0,0,0,IC50,chembl
CHEMBL1089793,QIBDSCJTWMYQTC-OAQYLSRUSA-N,O=C(CNC(=O)c1cccc(C(F)(F)F)c1)N[C@@H]1CCN(CCN2CCN(C(=O)c3cc(F)ccc3F)CC2)C1,0,,,,False,False,censored_rescue,3,1,0,0,1,0,IC50,chembl
CHEMBL2170232,QIDBLHIQPFHHSN-UHFFFAOYSA-N,CCOC(=O)N1CCN(CCOc2cc(C)n(-c3ccc(Cl)c(Cl)c3)n2)CC1,1,5.387,5.387,,False,False,exact_potency,1,1,1,0,0,0,IC50,chembl
CHEMBL205993,QIDWKMNIWOOQON-UHFFFAOYSA-N,CC(C)(C(=O)O)N1CCC(C(=O)NC2CCN(Cc3cccc(Oc4ccccc4Cl)c3)CC2)(c2ccccc2)C1,0,,,,False,False,censored_rescue,3,1,0,0,1,0,Ki,chembl
CHEMBL1784509,QIFOUWVZHMYOII-UHFFFAOYSA-N,Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2cccc(F)c2)CCN(C(=O)c2cc(S(N)(=O)=O)c(F)cc2Cl)CC1,0,,,,False,False,censored_rescue,3,1,0,0,1,0,IC50,chembl
CHEMBL533999,QIFXARBSCYEPAY-UHFFFAOYSA-N,CCC(=O)Nc1nnc(Cc2ccc(OC)c(OC)c2)s1,0,,,,False,False,pct_inhibition,2a,1,0,1,0,0,Inhibition,chembl
CHEMBL334491,QIHLUZAFSSMXHQ-UHFFFAOYSA-N,CC(C)(C)N1CCC(c2ccccc2)(c2ccccc2)CC1,1,6.07,6.07,,False,False,exact_potency,1,1,1,0,0,0,IC50,chembl
QIJHQFDCIITVAM-LLVKDONJSA-N,QIJHQFDCIITVAM-LLVKDONJSA-N,O=C(NC[C@H]1CCOC1)c1n[nH]c2ccc(-c3cccc(F)c3F)cc12,0,4.721,4.721,,False,False,exact_potency,1,1,1,0,0,0,IC50,bindingdb
QIJHQFDCIITVAM-NSHDSACASA-N,QIJHQFDCIITVAM-NSHDSACASA-N,O=C(NC[C@@H]1CCOC1)c1n[nH]c2ccc(-c3cccc(F)c3F)cc12,1,5.26,5.26,,False,False,exact_potency,1,1,1,0,0,0,IC50,bindingdb
CHEMBL4634867,QIJHQFDCIITVAM-UHFFFAOYSA-N,O=C(NCC1CCOC1)c1n[nH]c2ccc(-c3cccc(F)c3F)cc12,1,5.367,5.367,0.0,False,False,exact_potency,1,2,2,0,0,0,IC50,"bindingdb,chembl"
CHEMBL485242,QILACADJNNDLKC-UHFFFAOYSA-N,Cc1nc2ccccc2c(=O)n1-c1ccc(OC2CCCN(C3CCC3)CC2)cc1,1,5.137,5.137,,False,False,exact_potency,1,1,1,0,0,0,IC50,chembl
CHEMBL4752903,QIMVRHMVKAJIDE-QHCPKHFHSA-N,CC1(C)Cc2c(ccc3[nH]ncc23)[C@@H](c2ccc(NC3CN(CCCF)C3)cn2)N1CC(F)(F)F,1,8.538,8.538,0.0,False,False,exact_potency,1,2,2,0,0,0,IC50,"bindingdb,chembl"
CHEMBL563884,QIMWBZROQBNRAN-UHFFFAOYSA-N,O=C(CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)N1CCOC(C(=O)N2CCCC2)C1,0,,,,False,False,censored_rescue,3,1,0,0,1,0,IC50,chembl
CHEMBL575023,QINCTGKEJQBZLN-UHFFFAOYSA-N,Fc1ccc(-c2cc3sc(N4CCC(N5CCCCC5)CC4)nc3cn2)cn1,1,5.017,5.017,,False,False,exact_potency,1,2,1,1,0,0,IC50|Inhibition,chembl
CHEMBL1668249,QIOGTBSZDDTWRV-MHZLTWQESA-N,O=C(Nc1ccc(OC2(C(=O)O)CC2)cc1F)[C@H](C1CCCCC1)n1c(-c2ccc(Cl)cc2)nc2cc(F)c(F)cc21,0,,,,False,False,censored_rescue,3,1,0,0,1,0,IC50,chembl
CHEMBL4062256,QIOKOIIOOCXZFW-ZDLGFXPLSA-N,COc1ccc2c(c1CN1CCNCC1)O/C(=C\c1c[nH]c3nc(Cl)ccc13)C2=O,0,,,,False,False,pct_inhibition,2a,1,0,1,0,0,Inhibition,chembl
CHEMBL270467,QIPISTDFCOPXCR-UHFFFAOYSA-N,Cc1cc(C)n(-c2cc(NC(=O)CN3CCN(C)CC3)nc(-c3ccc(C)o3)n2)n1,1,6.022,6.022,0.0,False,False,exact_potency,1,2,2,0,0,0,IC50,"bindingdb,chembl"
CHEMBL3986017,QIPSSQCEYCIPGI-REHUZNOOSA-N,C[C@@H]1CC[C@@H]([C@@H](C)C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c2nc(CN3CCOCC3)ccc21,1,5.48,5.48,,False,False,exact_potency,1,1,1,0,0,0,IC50,chembl
CHEMBL584554,QIPWTYSOANVUKJ-WZONZLPQSA-N,CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C(=O)Nc2ccccc2)C1,0,,,,False,False,censored_rescue,3,1,0,0,1,0,IC50,chembl
CHEMBL1331485,QISGTGBRDTXSLE-UHFFFAOYSA-N,CCN(CC)C(=S)NC(=O)c1ccc(OC)c(Br)c1,1,6.18,6.18,,False,False,exact_potency,1,1,1,0,0,0,EC50,chembl
CHEMBL494669,QITUAKDIBCEXLI-UHFFFAOYSA-N,Cc1cc(NCCN2CCCCC2)c2ccc3ccccc3c2n1,1,,,,False,False,pct_inhibition,2a,1,0,1,0,0,Inhibition,chembl
CHEMBL3356246,QIUGFMUGPGWDKI-UHFFFAOYSA-N,O=C(CNCC1CCCCC1)N1CCc2ccccc2C1C1CCCCC1,0,4.585,4.585,,False,False,exact_potency,1,1,1,0,0,0,IC50,chembl
CHEMBL1939745,QIUQYNYDAOLCOC-HHHXNRCGSA-N,CCOC(=O)Nc1ccccc1[C@@H](c1ccc(C(=O)N(CC)CC)cc1)N1CCN(Cc2cscn2)CC1,1,5.06,5.06,,False,False,exact_potency,1,1,1,0,0,0,IC50,chembl
CHEMBL2158770,QIUVHPATBGGVRR-SANMLTNESA-N,N#Cc1cccc(C[C@@H](C(=O)O)N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,0,4.9,4.9,,False,False,exact_potency,1,1,1,0,0,0,IC50,chembl
CHEMBL1224196,QIWURTIQNCWINM-UHFFFAOYSA-N,Cc1cc(C(N)=O)nn1-c1cccc(-c2ccccc2OCC(F)(F)F)c1,0,,,,False,False,pct_inhibition,2a,1,0,1,0,0,Inhibition,chembl
CHEMBL4641672,QIYVMALHVPUOMO-UHFFFAOYSA-N,O=C(Nc1cc(-c2cn(C3CCOCC3)c3cnccc23)ccn1)N1CCOCC1,0,4.788,4.788,0.241,False,False,exact_potency,1,2,2,0,0,0,IC50,chembl
CHEMBL2058838,QIZBBXZGNNKGNT-UHFFFAOYSA-N,Cc1ccc(Nc2c(-c3ccc(F)cc3)nc3n2CCN(C(=O)C(C)(C)N)C3(C)C)cc1,0,,,,False,False,censored_rescue,3,1,0,0,1,0,IC50,chembl
CHEMBL3099943,QJAYKDGGKXBVAZ-SFHVURJKSA-N,O=C(Nc1cc(Cl)c(O)cc1OC[C@@H](O)CN1CCC2(CC1)Cc1cc(Cl)ccc1O2)NC1CC1,1,6.0,6.0,,False,False,exact_potency,1,1,1,0,0,0,IC50,chembl
CHEMBL3656927,QJDAITSHUWBARL-AFARHQOCSA-N,CC(C)c1nn(-c2ccc(C(N)=O)c(N[C@H]3CC[C@H](O)CC3)c2)c2ccnc(-c3cnc4ccccc4c3)c12,0,,,,False,False,pct_inhibition,2a,1,0,1,0,0,Inhibition,chembl
CHEMBL2376793,QJEBESRHAPCDHQ-UHFFFAOYSA-N,Nc1nc(N2CCNCC2)c2ccc(C3CC3)cc2n1,1,5.33,5.33,,False,False,exact_potency,1,1,1,0,0,0,Ki,chembl
QJEINMSDKUUKPD-VOIUYBSRSA-N,QJEINMSDKUUKPD-VOIUYBSRSA-N,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cccc(OCCNCCCF)c2Cl)N1CC(F)(F)F,1,5.284,5.284,0.0,False,False,exact_potency,1,3,3,0,0,0,IC50,bindingdb
QJEVUBLASGKUQZ-UHFFFAOYSA-N,QJEVUBLASGKUQZ-UHFFFAOYSA-N,COc1cc(CCC(C)(C)N2Cc3cccc(F)c3C2)ccc1O,1,5.553,5.553,,False,False,exact_potency,1,1,1,0,0,0,IC50,bindingdb
CHEMBL490027,QJGALWQWUHBBSK-LEWJYISDSA-N,CC(C)(O)c1cc(C(F)(F)F)cc(S(=O)(=O)N2CCN(C(=O)[C@@H]3C[C@H]3c3ccc(C(F)(F)F)cc3)CC2)c1,1,5.921,5.921,,False,False,exact_potency,1,1,1,0,0,0,IC50,chembl
CHEMBL3354694,QJHYHSYBJXSVDI-QHCPKHFHSA-N,NC1=N[C@@]2(CO1)c1cc(-c3cncnc3)ccc1Oc1ccc(N3CCOCC3)cc12,0,,,,False,False,censored_rescue,3,1,0,0,1,0,Ki,chembl
QJKONXPNNZOALX-UHFFFAOYSA-N,QJKONXPNNZOALX-UHFFFAOYSA-N,CN(C)Cc1cncc(-c2ccc3[nH]nc(C(=O)NCC4CCOCC4)c3c2)c1,0,4.357,4.357,,False,False,exact_potency,1,1,1,0,0,0,IC50,bindingdb
CHEMBL202141,QJLPTGTXRGEKCS-UHFFFAOYSA-N,FC(F)(F)Oc1ccc(Cl)c(CNC2CCC3CCC2(c2ccccc2)N3)c1,1,5.854,5.854,,False,False,exact_potency,1,1,1,0,0,0,Ki,chembl
CHEMBL4073176,QJLRUAVQNXTCMO-MYJWUSKBSA-N,COC(=O)C1=C(CN2CCOC[C@H]2C(=O)O)NC(c2nccs2)=NC1c1ccc(F)cc1Cl,0,,,,False,False,censored_rescue,3,1,0,0,1,0,IC50,chembl
CHEMBL4064672,QJLRUAVQNXTCMO-RDJZCZTQSA-N,COC(=O)C1=C(CN2CCOC[C@H]2C(=O)O)NC(c2nccs2)=N[C@H]1c1ccc(F)cc1Cl,0,,,,False,False,censored_rescue,3,1,0,0,1,0,IC50,chembl
CHEMBL2059305,QJMDUKSLBFAKOC-UHFFFAOYSA-N,O=C1CCc2ccccc2N1CCCN1CCC(c2ccc3[nH]ccc3c2)CC1,1,5.357,5.357,,False,False,exact_potency,1,1,1,0,0,0,IC50,chembl
CHEMBL3422007,QJNHNXFWOFSZPP-MRXNPFEDSA-N,Cc1cccc(-c2nnc3n2CCN(C(=O)c2ccc(-c4cccs4)cc2)[C@@H]3C)n1,1,5.137,5.137,,False,False,exact_potency,1,1,1,0,0,0,IC50,chembl
QJNJLVFNYKZLLS-UHFFFAOYSA-N,QJNJLVFNYKZLLS-UHFFFAOYSA-N,CC(Cc1ccc(F)cc1)NCCCc1ccc(I)cc1,1,6.291,6.291,0.0,False,False,exact_potency,1,2,2,0,0,0,Ki,bindingdb
CHEMBL437792,QJNRRDWLNVGLID-UHFFFAOYSA-N,Cc1ncoc1-c1nnc(SCCCN2CCc3ccc4oc(C(C)(F)F)nc4c3CC2)n1C,1,5.6,5.6,,False,False,exact_potency,1,1,1,0,0,0,IC50,chembl
CHEMBL3647849,QJOAJYMKXKLCTP-DGFSRKRXSA-N,N#C[C@H]1C[C@@H](O)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,0,4.585,4.585,,False,False,exact_potency,1,1,1,0,0,0,IC50,chembl
CHEMBL2324254,QJPPPZCHXXVCQL-UHFFFAOYSA-N,Cc1ccc(CCN(C)CCOc2ccc(C)cc2)cc1,1,8.292,8.292,,False,False,exact_potency,1,1,1,0,0,0,IC50,chembl
CHEMBL2011528,QJQHBMMHTBWFLJ-NOZRDPDXSA-N,N[C@H]1CN(c2ccc(-n3ccc(OCc4ccccc4)cc3=O)cn2)C[C@@H]1c1cc(F)ccc1F,1,5.056,5.056,,False,False,exact_potency,1,1,1,0,0,0,IC50,chembl
CHEMBL2181496,QJQHDPHQHXMLON-UHFFFAOYSA-N,COc1ccc(-c2cc(-c3ccc(S(=O)(=O)N4CCOCC4)cc3)cnc2N)cn1,0,,,,False,False,censored_rescue,3,1,0,0,1,0,IC50,chembl
CHEMBL4069757,QJSXBBXSNSLJFB-DUXPYHPUSA-N,CN(C/C=C/c1ccc(Br)cc1)Cc1ccc2c(c1)OCCC2,1,5.721,5.721,,False,False,exact_potency,1,1,1,0,0,0,IC50,chembl
CHEMBL4866976,QJWFVIVYQTUNSR-DNCGZWEUSA-N,CCC(NC(=O)c1ccc(Cl)cc1)[C@H]1[C@@H]2C[C@@H](n3cnc4ccc(F)cc43)C[C@@H]21,1,5.268,5.268,,False,False,exact_potency,1,1,1,0,0,0,IC50,chembl
CHEMBL4859064,QJWFVIVYQTUNSR-MRSOFBGISA-N,CC[C@@H](NC(=O)c1ccc(Cl)cc1)[C@H]1[C@@H]2C[C@@H](n3cnc4ccc(F)cc43)C[C@@H]21,1,5.004,5.004,,False,False,exact_potency,1,1,1,0,0,0,IC50,chembl
CHEMBL4871068,QJWFVIVYQTUNSR-QUXXCFOZSA-N,CC[C@H](NC(=O)c1ccc(Cl)cc1)[C@@H]1[C@@H]2C[C@@H](n3cnc4ccc(F)cc43)C[C@@H]21,0,4.854,4.854,,False,False,exact_potency,1,1,1,0,0,0,IC50,chembl
CHEMBL4105076,QJXVECIYEAVFLG-NRFANRHFSA-N,Cc1c([C@@H](O)CN2CCC3(CC2)CC(=O)N(c2ccc(S(C)(=O)=O)nc2)C3)ccc2c1COC2=O,0,,,,False,False,censored_rescue,3,1,0,0,1,0,IC50,chembl
QJXVIDYJOOMNAB-BLVKFPJESA-N,QJXVIDYJOOMNAB-BLVKFPJESA-N,C[C@]1(O)CC[C@@H](Nc2nnc(-c3ccc(C(F)(F)F)cc3O)c3ccncc23)C1,0,,,,False,False,censored_rescue,3,1,0,0,1,0,IC50,bindingdb
QJXVIDYJOOMNAB-CWTRNNRKSA-N,QJXVIDYJOOMNAB-CWTRNNRKSA-N,C[C@@]1(O)CC[C@@H](Nc2nnc(-c3ccc(C(F)(F)F)cc3O)c3ccncc23)C1,0,4.469,4.469,,False,False,exact_potency,1,2,1,0,1,0,IC50,bindingdb
CHEMBL3924034,QJXZNXQOXMODEI-UHFFFAOYSA-N,O=C(c1ccc2cc(Oc3ccc(OC(F)(F)F)cn3)ccc2n1)N1CCNCC1,0,4.893,4.893,,False,False,exact_potency,1,1,1,0,0,0,IC50,chembl
CHEMBL228814,QJZRFPJCWMNVAV-HHHXNRCGSA-N,Cc1ccc(C(=O)N(CCCN)[C@@H](c2nc3cc(Cl)ccc3c(=O)n2Cc2ccccc2)C(C)C)cc1,1,5.318,5.318,,False,False,exact_potency,1,1,1,0,0,0,IC50,chembl
QKAZUVQTHFXMLS-UHFFFAOYSA-N,QKAZUVQTHFXMLS-UHFFFAOYSA-N,CC1(C)Oc2cc(Cl)ccc2C2OCC3(CCN(CCn4ccnc4)CC3)CC21,1,6.097,6.097,0.16,False,False,exact_potency,1,3,3,0,0,0,IC50,bindingdb
CHEMBL2012836,QKBHUOCFQAXIBG-BPGUCPLFSA-N,CCC(NCCCC[C@@H](Nc1cc(C)c(F)c(C)c1)C(=O)NO)c1ccc(F)cc1,1,6.022,6.022,,False,False,exact_potency,1,1,1,0,0,0,IC50,chembl
CHEMBL4860370,QKDOIDYWVJONBD-WDEREUQCSA-N,C[C@H]1COc2c(N3CC[C@@H](C4(N)CC4)C3)c(F)c(C#N)c3cc(C(=O)O)c(=O)n1c23,0,,,,False,False,censored_rescue,3,1,0,0,1,0,IC50,chembl
CHEMBL4533341,QKEDBKFDVRJINN-KCWFYHRYSA-N,C[C@@H]1CN2c3c(cc4c(N5CC6(CC6)OC5=O)noc4c3F)CC3(C(=O)NC(=O)NC3=O)[C@H]2[C@H](C)O1,0,,,,False,False,censored_rescue,3,1,0,0,1,0,IC50,chembl
QKFUYFJFULHFGA-WAIKUNEKSA-N,QKFUYFJFULHFGA-WAIKUNEKSA-N,Cc1c([C@@H]2c3[nH]c4ccccc4c3C[C@@H](C)N2CC(F)(F)F)ccnc1OCCNCCCF,1,5.137,5.137,0.0,False,False,exact_potency,1,3,3,0,0,0,IC50,bindingdb
CHEMBL1084878,QKGFAFCTWJXMJH-GOSISDBHSA-N,C[C@@H]1CCCN1CCc1ccc2nc(-c3csc(-c4ccccc4)n3)ccc2c1,1,6.097,6.097,0.426,False,False,exact_potency,1,2,2,0,0,0,IC50|Ki,chembl
CHEMBL227169,QKHBUNSHAKMHEU-UHFFFAOYSA-N,CC1(C)C2=C3C=C4C5=[N+](CCC4OC3CCN2c2ccc(CC(=O)NCCCN(CCOc3ccc(NS(C)(=O)=O)cc3)CCc3ccc(NS(C)(=O)=O)cc3)cc21)c1ccc(S(=O)(=O)[O-])cc1C5(C)C,1,6.796,6.796,,False,False,exact_potency,1,1,1,0,0,0,Ki,chembl
CHEMBL228330,QKIYRCPRFNAXAQ-IZLXSDGUSA-N,CCc1ccc(S(=O)(=O)N[C@@H]2c3cc(C(=O)N(CC)CCNc4ccccc4)ccc3OC(C)(C)[C@H]2O)cc1,0,,,,False,False,pct_inhibition,2a,1,0,1,0,0,Inhibition,chembl
QKJJLXCADXCCMH-UHFFFAOYSA-N,QKJJLXCADXCCMH-UHFFFAOYSA-N,Cc1cc(-c2cnn(-c3ccccc3)c2)cnc1NC(=O)c1cc(NC(=O)OC(C)(C)C)ccc1Cl,1,6.721,6.721,,False,False,exact_potency,1,1,1,0,0,0,IC50,bindingdb
CHEMBL4872545,QKKBSOSQRWZNTN-PBYQXAPXSA-N,COc1ccc(-c2ccc(C(=O)O)cc2C)cc1-c1cnc(N2CC(F)C2)nc1CN1C(=O)O[C@H](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@@H]1C,0,4.721,4.721,,False,False,exact_potency,1,1,1,0,0,0,IC50,chembl
CHEMBL2436978,QKKIWEILHCXECO-UHFFFAOYSA-N,CN1CCN(Cc2ccc(-c3cnc4[nH]cc(-c5ccc6[nH]ccc6c5)c4c3)cc2)CC1,0,4.678,4.678,,False,False,exact_potency,1,1,1,0,0,0,IC50,chembl
CHEMBL4757001,QKLGYSXKZLVSCF-FPOVZHCZSA-N,O=C(N[C@H]1CCN(C2CCC2)C[C@@H]1C(=O)NC1(c2ncccn2)CC1)c1cc(-c2ccc(F)cc2F)on1,0,,,,False,False,censored_rescue,3,1,0,0,1,0,IC50,chembl
